protein_id_3610	PS	assembly_3610	seq_type_3610	chromosome_3610	genomic_accession_3610	start_3610	end_3610	strand_3610	name_3610	symbol_3610	locus_tag_3610	feature_interval_length_3610	product_length_3610	protein_id_168	assembly_168	seq_type_168	chromosome_168	genomic_accession_168	start_168	end_168	strand_168	name_168	symbol_168	locus_tag_168	feature_interval_length_168	product_length_168	symbol_168	category	syn_name	synonyms	operons
AQZ91001.1	9	GCA_002055965.1	chromosome		CP020102.1	2219816	2219992	-	hypothetical protein	yonT	B4U62_11430	177	58	CAB14018.1	GCA_000009045.1	chromosome	NA	AL009126.3	2219784	2219960	-	"toxin; phage SPbeta"	spbT	BSU_21000	177	58	yonT	Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins#Type 1 TA systems;Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins/ based on similarity;Prophages and mobile genetic elements#Prophages#SP-beta prophage;Groups of genes#NcRNA#Antisense RNAs of toxin/antitoxin systems	yonT	yonT	yonT→yonV, yonT
AQZ92618.1	4	GCA_002055965.1	chromosome		CP020102.1	3838592	3839902	+	antilisterial bacteriocin subtilosin biosynthesis protein AlbD	albD	B4U62_20140	1311	436	CAB15767.1	GCA_000009045.1	chromosome	NA	AL009126.3	3838552	3839862	+	integral membrane protein involved in subtilosin production and immunity	albD	BSU_37400	1311	436	albD	Cellular processes#Transporters#ABC transporters#Exporters#Export of antibiotic substances;Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways#Biosynthesis of antibacterial compounds;Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds;Groups of genes#Membrane proteins	albD	albD;ywhP	sboA→albG
AQZ90408.1	1	GCA_002055965.1	chromosome		CP020102.1	1584245	1586185	+	stage V sporulation protein D	spoVD	B4U62_08340	1941	646	CAB13390.2	GCA_000009045.1	chromosome	NA	AL009126.3	1584214	1586154	+	transpeptidase penicillin-binding protein	spoVD	BSU_15170	1941	646	spoVD	Cellular processes#Cell envelope and cell division#Cell wall synthesis#Penicillin-binding proteins;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Membrane proteins	spoVD	spoVD	spoVD
AQZ92102.1	4	GCA_002055965.1	chromosome		CP020102.1	3309975	3310301	-	disulfide oxidoreductase	yuzD	B4U62_17395	327	108	CAB15211.1	GCA_000009045.1	chromosome	NA	AL009126.3	3309960	3310286	-	putative sulfur oxido-reduction management enzyme	yuzD	BSU_32210	327	108	yuzD	Groups of genes#Proteins of unknown function	yuzD	yuzD	yuzD
AQZ90227.1	6	GCA_002055965.1	chromosome		CP020102.1	1397970	1398125	+	hypothetical protein	ykzB	B4U62_07365	156	51	CAB13189.1	GCA_000009045.1	chromosome	NA	AL009126.3	1397938	1398093	+	conserved protein of unknown function	ykzB	BSU_13320	156	51	ykzB	Groups of genes#Proteins of unknown function	ykzB	ykzB	ykzB→ykoL
AQZ89266.1	1	GCA_002055965.1	chromosome		CP020102.1	410006	410710	-	cysteine ABC transporter permease	tcyB	B4U62_02085	705	234	CAB12154.1	GCA_000009045.1	chromosome	NA	AL009126.3	409965	410669	-	cystine ABC transporter (permease)	tcyB	BSU_03600	705	234	tcyB	Cellular processes#Transporters#ABC transporters#Importers#Uptake of amino acids;Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of cysteine;Groups of genes#Membrane proteins	tcyB	tcyB;yckJ	tcyA→tcyC
AQZ90525.1	2	GCA_002055965.1	chromosome		CP020102.1	1705851	1706630	+	flagellar biosynthesis protein FliR	fliR	B4U62_08945	780	259	CAB13510.2	GCA_000009045.1	chromosome	NA	AL009126.3	1705820	1706599	+	component of the flagellar export machinery	fliR	BSU_16370	780	259	fliR	Information processing#Protein synthesis, modification and degradation#Protein secretion;Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis#Flagellar proteins;Groups of genes#Membrane proteins	fliR	fliR	ylxF→swrB, flgB→swrB
AQZ89978.1	1	GCA_002055965.1	chromosome		CP020102.1	1163186	1164199	+	LacI family transcriptional regulator	degA	B4U62_06025	1014	337	CAB12923.1	GCA_000009045.1	chromosome	NA	AL009126.3	1163148	1164161	+	transcriptional repressor of iolX (LacI family)	iolQ	BSU_10840	1014	337	iolQ	Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of inositol;Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other	iolQ	iolQ;degA	yisR→iolQ
AQZ91649.1	9	GCA_002055965.1	chromosome		CP020102.1	2818209	2818379	-	hypothetical protein	yrzK	B4U62_14885	171	56	CAB14716.1	GCA_000009045.1	chromosome	NA	AL009126.3	2818191	2818361	-	conserved protein of unknown function	yrzK	BSU_27570	171	56	yrzK	Lifestyles#Sporulation#Sporulation proteins#Newly identified sporulation proteins (based on transcription profiling)	yrzK	yrzK	NA
AQZ89673.1	1	GCA_002055965.1	chromosome		CP020102.1	842086	844035	-	lipoteichoic acid synthase 2	yflE	B4U62_04350	1950	649	CAB12600.1	GCA_000009045.1	chromosome	NA	AL009126.3	842047	843996	-	enzyme responsible for polyglycerolphosphate LTA synthesis	ltaSB	BSU_07710	1950	649	ltaS	Cellular processes#Cell envelope and cell division#Cell wall synthesis#Biosynthesis of lipoteichoic acid;Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components#Biosynthesis of lipoteichoic acid;Groups of genes#Membrane proteins;Groups of genes#Phosphoproteins#Phosphorylation on a Thr residue;Groups of genes#Secreted proteins	ltaS	ltaS;yflE	ltaS
AQZ91742.1	1	GCA_002055965.1	chromosome		CP020102.1	2913041	2913355	-	thiol reductase thioredoxin	trxA	B4U62_15370	315	104	CAB14810.1	GCA_000009045.1	chromosome	NA	AL009126.3	2913024	2913338	-	thioredoxin	trxA	BSU_28500	315	104	trxA	Metabolism#Electron transport and ATP synthesis#Electron transport/ other;Lifestyles#Coping with stress#General stress proteins (controlled by SigB);Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress;Groups of genes#Essential genes	trxA	trxA;trx	trxA
AQZ90574.1	4	GCA_002055965.1	chromosome		CP020102.1	1760494	1760751	+	hypothetical protein	ymfJ	B4U62_09195	258	85	CAB13561.1	GCA_000009045.1	chromosome	NA	AL009126.3	1760464	1760721	+	putative enzyme	ymfJ	BSU_16880	258	85	ymfJ	Lifestyles#Sporulation#Sporulation proteins#Newly identified sporulation proteins (based on transcription profiling)	ymfJ	ymfJ	ymfJ
AQZ91381.1	1	GCA_002055965.1	chromosome		CP020102.1	2574429	2574578	-	50S ribosomal protein L33	rpmGA	B4U62_13460	150	49	CAE01461.2	GCA_000009045.1	chromosome	NA	AL009126.3	2574408	2574557	-	ribosomal protein L33	rpmGA	BSU_24900	150	49	rpmGA	Information processing#Protein synthesis, modification and degradation#Translation#Ribosomal proteins;Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	rpmGA	rpmGA	rpmGA, yqgL→rpmGA
AQZ91678.1	1	GCA_002055965.1	chromosome		CP020102.1	2847889	2849484	-	L-aspartate oxidase	nadB	B4U62_15040	1596	531	CAB14747.1	GCA_000009045.1	chromosome	NA	AL009126.3	2847871	2849466	-	L-aspartate oxidase	nadB	BSU_27870	1596	531	nadB	Metabolism#Additional metabolic pathways#Biosynthesis of cofactors#Biosynthesis of NAD(P);Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	nadB	nadB	nadB→nadA
AQZ89066.1	2	GCA_002055965.1	chromosome		CP020102.1	156648	157361	+	N-acetylmuramoyl-L-alanine amidase	cwlD	B4U62_00920	714	237	CAB11929.1	GCA_000009045.1	chromosome	NA	AL009126.3	156612	157325	+	N-acetylmuramoyl-L-alanine amidase	cwlD	BSU_01530	714	237	cwlD	Cellular processes#Cell envelope and cell division#Cell wall/ other;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	cwlD	cwlD	ybaK→cwlD, cwlD
AQZ91128.1	1	GCA_002055965.1	chromosome		CP020102.1	2334613	2336862	-	ATP-dependent helicase	yprA	B4U62_12080	2250	749	CAB14139.1	GCA_000009045.1	chromosome	NA	AL009126.3	2334581	2336830	-	putative ATP-dependent RNA helicase	yprA	BSU_22220	2250	749	mrfA	Information processing#Genetics#DNA repair/ recombination#Other proteins	mrfA	mrfA;yprA	mrfA→cotD
AQZ92020.1	4	GCA_002055965.1	chromosome		CP020102.1	3219853	3220257	-	hypothetical protein	yugN	B4U62_16955	405	134	CAB15122.1	GCA_000009045.1	chromosome	NA	AL009126.3	3219837	3220241	-	conserved protein of unknown function	yugN	BSU_31330	405	134	yugN	Groups of genes#Proteins of unknown function	yugN	yugN	pgi→yugN
AQZ89645.1	1	GCA_002055965.1	chromosome		CP020102.1	816152	817282	+	ATP-dependent RNA helicase	yfmL	B4U62_04210	1131	376	CAB12572.1	GCA_000009045.1	chromosome	NA	AL009126.3	816113	817243	+	putative ATP-dependent RNA helicase	yfmL	BSU_07430	1131	376	yfmL	Information processing#RNA synthesis and degradation#DEAD-box RNA helicases;Information processing#Protein synthesis, modification and degradation#Translation#Ribosome assembly	yfmL	yfmL	yfmL
AQZ89539.1	1	GCA_002055965.1	chromosome		CP020102.1	689188	690384	+	DUF58 domain-containing protein	yeaD	B4U62_03645	1197	398	CAB12453.2	GCA_000009045.1	chromosome	NA	AL009126.3	689146	690342	+	conserved hypothetical protein	yeaD	BSU_06340	1197	398	yeaD	Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue;Groups of genes#Proteins of unknown function	yeaD	yeaD	NA
AQZ91561.1	1	GCA_002055965.1	chromosome		CP020102.1	2725857	2726747	+	transcriptional regulator	gltR	B4U62_14400	891	296	CAB14608.2	GCA_000009045.1	chromosome	NA	AL009126.3	2725837	2726727	+	transcriptional regulator (LysR family)	gltR	BSU_26670	891	296	gltR	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other	gltR	gltR;yrdL	gltR
AQZ93079.1	1	GCA_002055965.1	chromosome		CP020102.1	2366378	2367649	-	hypothetical protein	ypiA	B4U62_12265	1272	423	CAB14175.1	GCA_000009045.1	chromosome	NA	AL009126.3	2366347	2367618	-	conserved protein of unknown function	ypiA	BSU_22590	1272	423	ypiA	Groups of genes#Proteins of unknown function	ypiA	ypiA	ypiA→ypiB
AQZ91158.1	1	GCA_002055965.1	chromosome		CP020102.1	2363944	2364618	-	menaquinol-cytochrome c reductase cytochrome b subunit	qcrB	B4U62_12245	675	224	CAB14171.1	GCA_000009045.1	chromosome	NA	AL009126.3	2363913	2364587	-	menaquinol:cytochrome c oxidoreductase (cytochrome b subunit)	qcrB	BSU_22550	675	224	qcrB	Metabolism#Electron transport and ATP synthesis#Respiration#Respiration/ other;Groups of genes#Membrane proteins	qcrB	qcrB;bfcB;petB	qcrA→qcrC
AQZ91346.1	1	GCA_002055965.1	chromosome		CP020102.1	2543989	2544825	-	octanoyltransferase LipM	lipM	B4U62_13265	837	278	CAB14384.1	GCA_000009045.1	chromosome	NA	AL009126.3	2543968	2544804	-	protein octanoyltransferase	lipM	BSU_24530	837	278	lipM	Metabolism#Additional metabolic pathways#Biosynthesis of cofactors#Biosynthesis and scavenging of lipoic acid	lipM	lipM;yqhM	lipM->mntR
AQZ90805.1	1	GCA_002055965.1	chromosome		CP020102.1	2084818	2085141	-	transcriptional regulator	czrA	B4U62_10420	324	107	CAB13804.1	GCA_000009045.1	chromosome	NA	AL009126.3	2084786	2085109	-	transcriptional regulator (multiple metal-sensing ArsR-SmtB transcriptional repressor favouring Zn2+)	czrA	BSU_19120	324	107	czrA	Cellular processes#Homeostasis#Trace metal homeostasis (Cu, Zn, Ni, Mn, Mo)#Zinc;Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other;Lifestyles#Coping with stress#Resistance against toxic metals	czrA	czrA;yozA	czrA
AQZ90981.1	9	GCA_002055965.1	chromosome		CP020102.1	2208040	2208357	-	hypothetical protein	yopN	B4U62_11330	318	105	CAB13975.1	GCA_000009045.1	chromosome	NA	AL009126.3	2208008	2208325	-	"hypothetical protein; phage SPbeta"	yopN	BSU_20830	318	105	yopN	Prophages and mobile genetic elements#Prophages#SP-beta prophage	yopN	yopN	yopM→yopR
AQZ93109.1	3	GCA_002055965.1	chromosome		CP020102.1	3060690	3061487	-	phosphotransferase	ytmP	B4U62_16105	798	265	CAB14970.2	GCA_000009045.1	chromosome	NA	AL009126.3	3060674	3061288	-	putative kinase/phosphotransferase	ytmP	BSU_29920	615	204	ytmP	Groups of genes#Proteins of unknown function	ytmP	ytmP	ytmP
AQZ91612.1	1	GCA_002055965.1	chromosome		CP020102.1	2779480	2780280	-	transporter	yrhG	B4U62_14685	801	266	CAB14662.1	GCA_000009045.1	chromosome	NA	AL009126.3	2779462	2780262	-	putative formate/nitrite transporter	yrhG	BSU_27200	801	266	yrhG	Cellular processes#Transporters#Transporters/ other#Transporter for organic acids;Groups of genes#Membrane proteins	yrhG	yrhG	yrhG
AQZ90719.1	1	GCA_002055965.1	chromosome		CP020102.1	1960230	1964069	-	plipastatin synthase subunit E	ppsE	B4U62_09955	3840	1279	CAB13713.1	GCA_000009045.1	chromosome	NA	AL009126.3	1960198	1964037	-	nonribosomal plipastatin synthetase E	ppsE	BSU_18300	3840	1279	ppsE	Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways#Biosynthesis of antibacterial compounds;Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	ppsE	ppsE	ppsA→ppsE
AQZ90021.1	7	GCA_002055965.1	chromosome		CP020102.1	1205197	1205931	+	hypothetical protein	yjaU	B4U62_06255	735	244	CAB12969.1	GCA_000009045.1	chromosome	NA	AL009126.3	1205165	1205899	+	conserved hypothetical protein	yjaU	BSU_11280	735	244	yjaU	Lifestyles#Sporulation#Sporulation proteins#Newly identified sporulation proteins (based on transcription profiling);Groups of genes#Proteins of unknown function	yjaU	yjaU	yjaU->comZ
AQZ92360.1	1	GCA_002055965.1	chromosome		CP020102.1	3577759	3579528	-	multidrug resistance ABC transporter ATP-binding/permease BmrA	bmrA	B4U62_18775	1770	589	CAB15487.1	GCA_000009045.1	chromosome	NA	AL009126.3	3577745	3579514	-	efflux transporter (ATP-binding and permease protein)	bmrA	BSU_34820	1770	589	bmrA	Cellular processes#Transporters#ABC transporters#Exporters#Efflux of antibiotics;Lifestyles#Coping with stress#Resistance against toxins/ antibiotics;Groups of genes#Membrane proteins	bmrA	bmrA;yvcC	bmrA->yvcD
AQZ92429.1	6	GCA_002055965.1	chromosome		CP020102.1	3651891	3652571	-	teichuronic acid biosynthesis protein TuaF	tuaF	B4U62_19150	681	226	CAB15573.1	GCA_000009045.1	chromosome	NA	AL009126.3	3651879	3652559	-	putative hydrolase involved in teichuronic acid synthesis	tuaF	BSU_35560	681	226	tuaF	Cellular processes#Cell envelope and cell division#Cell wall synthesis#Biosynthesis of teichuronic acid;Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components#Biosynthesis of teichuronic acid;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Membrane proteins	tuaF	tuaF;yvhF	tuaA/2→tuaH
AQZ93144.1	3	GCA_002055965.1	chromosome		CP020102.1	3839892	3841052	+	antilisterial bacteriocin subtilosin biosynthesis protein AlbE	albE	B4U62_20145	1161	386	CAB15768.1	GCA_000009045.1	chromosome	NA	AL009126.3	3839852	3841012	+	peptidase involved in subtilosin A production	albE	BSU_37410	1161	386	albE	Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways#Biosynthesis of antibacterial compounds;Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	albE	albE;ywhO	sboA→albG
AQZ92704.1	1	GCA_002055965.1	chromosome		CP020102.1	3929145	3930590	-	ferrous iron permease EfeU	efeU	B4U62_20600	1446	481	CAB15854.2	GCA_000009045.1	chromosome	NA	AL009126.3	3929105	3930550	-	ferrous ion permease	efeU	BSU_38280	1446	481	efeU	Cellular processes#Transporters#Transporters/ other#Metal ion transporter;Cellular processes#Homeostasis#Acquisition of iron#Elemental iron transport system;Metabolism#Additional metabolic pathways#Iron metabolism#Elemental iron transport system;Groups of genes#Membrane proteins	efeU	efeU;ywbL	efeU→efeB
AQZ92204.1	4	GCA_002055965.1	chromosome		CP020102.1	3409233	3409472	-	sigma-O factor regulatory protein RsoA	rsoA	B4U62_17940	240	79	CAX52693.1	GCA_000009045.1	chromosome	NA	AL009126.3	3409219	3409458	-	regulator of sigma-O	rsoA	BSU_33222	240	79	rsoA	Information processing#RNA synthesis and degradation#Transcription#Sigma factors;Information processing#Regulation of gene expression#Sigma factors and their control#Sigma factors;Lifestyles#Coping with stress#Acid stress proteins (controlled by YvrI-YvrHa)	rsoA	rsoA;rsoA;yvrHa	sigO→rsoA
AQZ91828.1	1	GCA_002055965.1	chromosome		CP020102.1	3006617	3007429	-	L-cystine-binding protein TcyK	tcyK	B4U62_15820	813	270	CAB14897.1	GCA_000009045.1	chromosome	NA	AL009126.3	3006600	3007412	-	sulfur-containing amino acid ABC transporter binding lipoprotein	tcyK	BSU_29370	813	270	tcyK	Cellular processes#Transporters#ABC transporters#Importers#Uptake of amino acids;Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of cysteine;Groups of genes#Membrane proteins	tcyK	tcyK;ytmK	snaA→ytnM
AQZ90276.1	5	GCA_002055965.1	chromosome		CP020102.1	1448045	1448239	+	hypothetical protein	ykzS	B4U62_07630	195	64	CAX52612.1	GCA_000009045.1	chromosome	NA	AL009126.3	1448013	1448207	+	conserved hypothetical protein (HGT island)	ykzS	BSU_13819	195	64	ykzS	Groups of genes#Proteins of unknown function	ykzS	ykzS	ykzS→ykvT
AQZ93207.1	2	GCA_002055965.1	plasmid	pBS32	CP020103.1	51160	52212	+	hypothetical protein		B4U62_22400	1053	350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQZ89937.1	4	GCA_002055965.1	chromosome		CP020102.1	1117147	1117725	+	competence transcription factor	comK	B4U62_05815	579	192	CAB12882.1	GCA_000009045.1	chromosome	NA	AL009126.3	1117109	1117687	+	competence transcription factor (CTF)	comK	BSU_10420	579	192	comK	Information processing#Genetics#Genetic competence;Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other;Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence;Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	comK	comK	comK
AQZ89201.1	2	GCA_002055965.1	chromosome		CP020102.1	314926	316539	+	hypothetical protein	yceG	B4U62_01740	1614	537	CAB12087.1	GCA_000009045.1	chromosome	NA	AL009126.3	314883	316496	+	putative toxic compound adaptation protein (tellurite resistance)	yceG	BSU_02930	1614	537	yceG	Lifestyles#Coping with stress#General stress proteins (controlled by SigB);Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	yceG	yceG	yceC→yceH
AQZ89690.1	7	GCA_002055965.1	chromosome		CP020102.1	862531	862851	+	hypothetical protein	yfkI	B4U62_04435	321	106	CAB12618.1	GCA_000009045.1	chromosome	NA	AL009126.3	862492	862812	+	conserved hypothetical protein	yfkI	BSU_07890	321	106	yfkI	Lifestyles#Coping with stress#General stress proteins (controlled by SigB);Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	yfkI	yfkI	yfkJ→yfkH
AQZ89882.1	4	GCA_002055965.1	chromosome		CP020102.1	1062316	1062501	-	hypothetical protein	yhzD	B4U62_05530	186	61	CAX52586.1	GCA_000009045.1	chromosome	NA	AL009126.3	1062279	1062464	-	conserved hypothetical protein	yhzD	BSU_09889	186	61	yhzD	Groups of genes#Proteins of unknown function	yhzD	yhzD	yhzD
AQZ91840.1	1	GCA_002055965.1	chromosome		CP020102.1	3017713	3018216	-	2-Cys peroxiredoxin	tpx	B4U62_15885	504	167	CAB14927.1	GCA_000009045.1	chromosome	NA	AL009126.3	3017696	3018199	-	thiol peroxidase (lipid hydroperoxide reductase)	tpx	BSU_29490	504	167	tpx	Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	tpx	tpx;ytgI	tpx→ytxK, tpx
AQZ91272.1	9	GCA_002055965.1	chromosome		CP020102.1	2467995	2468186	+	hypothetical protein	yqjU	B4U62_12870	192	63	CAB14306.3	GCA_000009045.1	chromosome	NA	AL009126.3	2467800	2468162	+	hypothetical protein	yqjU	BSU_23740	363	120	yqjU	Groups of genes#Membrane proteins;Groups of genes#Proteins of unknown function	yqjU	yqjU	yqjV→yqjU
AQZ89670.1	4	GCA_002055965.1	chromosome		CP020102.1	839378	839692	-	hypothetical protein	yflH	B4U62_04335	315	104	CAB12597.1	GCA_000009045.1	chromosome	NA	AL009126.3	839339	839653	-	putative enzyme	yflH	BSU_07680	315	104	yflH	Lifestyles#Coping with stress#General stress proteins (controlled by SigB)	yflH	yflH	yflG→yflI
AQZ90632.1	7	GCA_002055965.1	chromosome		CP020102.1	1880119	1880409	+	hypothetical protein	ynxB	B4U62_09495	291	96	CAB13631.1	GCA_000009045.1	chromosome	NA	AL009126.3	1880087	1880377	+	"putative phage protein; defective, phage region"	ynxB	BSU_17470	291	96	ynxB	Groups of genes#Proteins of unknown function	ynxB	ynxB;ynaA	ynxB
